"cpu1_frequencia";"cpu1_uso_porcentagem";"ram1_uso_byte";"ram1_uso_porcentagem";"hd1_uso_porcentagem";"gpu1_uso_porcentagem";"gpu1_temperatura";"disco2_uso_porcentagem";"disco2_uso_byte";"isAlerta";"dtHora"
2400.0;15.5;11902500000.0;70.0;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:52"
2400.0;13.3;11889800000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:52"
2400.0;26.9;11889400000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:52"
2400.0;23.8;11890600000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:52"
2400.0;21.0;11904000000.0;70.0;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:53"
2400.0;17.9;11886700000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:53"
2400.0;22.7;11888600000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:53"
2400.0;11.4;11887900000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:53"
2400.0;13.3;11899900000.0;70.0;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:54"
2400.0;10.8;11889100000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:54"
2400.0;10.9;11889400000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:54"
2400.0;13.1;11889800000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:54"
2400.0;13.1;11901300000.0;70.0;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:55"
2400.0;17.2;11891200000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:55"
2400.0;23.4;11892500000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:55"
2400.0;17.1;11901000000.0;70.0;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:55"
2400.0;13.3;11903000000.0;70.0;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:56"
2400.0;9.9;11900800000.0;70.0;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:56"
2400.0;10.1;11895500000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:56"
2400.0;8.5;11886100000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:56"
2400.0;16.3;11894300000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:56"
2400.0;20.9;11886200000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:57"
2400.0;11.9;11882600000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:57"
2400.0;15.5;11882700000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:57"
2400.0;11.2;11894900000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:57"
2400.0;11.6;11882600000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:58"
2400.0;14.6;11882600000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:58"
2400.0;16.8;11882700000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:58"
2400.0;11.5;11895000000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:58"
2400.0;13.3;11884700000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:59"
2400.0;12.5;11884500000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:59"
2400.0;26.4;11877600000.0;69.8;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:42:59"
2400.0;35.3;11891000000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:00"
2400.0;34.1;11883800000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:00"
2400.0;26.2;11895000000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:00"
2400.0;16.3;11895100000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:00"
2400.0;25.2;11901100000.0;70.0;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:01"
2400.0;20.8;11894500000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:01"
2400.0;21.1;11893500000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:01"
2400.0;20.3;11893700000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:01"
2400.0;20.5;11899800000.0;70.0;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:02"
2400.0;16.4;11894200000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:02"
2400.0;19.7;11894400000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:02"
2400.0;13.5;11894500000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:02"
2400.0;24.8;11913700000.0;70.0;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:02"
2400.0;10.1;11910700000.0;70.0;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:03"
2400.0;16.4;11913500000.0;70.0;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:03"
2400.0;82.1;11899600000.0;70.0;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:03"
2400.0;8.3;11900100000.0;70.0;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:04"
2400.0;26.2;11886600000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:04"
2400.0;27.8;11888100000.0;69.9;81.5;0.0;55.0;81.5;410448000000.0;0;"2025-04-01 19:43:04"
2400.0;28.0;11892000000.0;69.9;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:04"
2400.0;22.7;11895200000.0;69.9;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:05"
2400.0;21.1;11884200000.0;69.9;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:05"
2400.0;22.3;11880800000.0;69.9;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:05"
2400.0;16.9;11869500000.0;69.8;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:05"
2400.0;15.2;11885800000.0;69.9;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:05"
2400.0;8.9;11876300000.0;69.8;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:06"
2400.0;14.7;11873200000.0;69.8;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:06"
2400.0;13.8;11872600000.0;69.8;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:06"
2400.0;25.2;11890400000.0;69.9;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:07"
2400.0;52.4;11881900000.0;69.9;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:07"
2400.0;36.2;11881900000.0;69.9;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:07"
2400.0;30.1;11875500000.0;69.8;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:07"
2400.0;34.6;11890900000.0;69.9;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:08"
2400.0;30.2;11876100000.0;69.8;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:08"
2400.0;25.8;11877500000.0;69.8;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:08"
2400.0;25.2;11875000000.0;69.8;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:08"
2400.0;17.5;11896000000.0;69.9;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:09"
2400.0;25.4;11859300000.0;69.7;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:09"
2400.0;10.2;11845300000.0;69.6;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:09"
2400.0;10.9;11841300000.0;69.6;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:09"
2400.0;12.5;11857000000.0;69.7;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:09"
2400.0;10.8;11846600000.0;69.6;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:10"
2400.0;15.6;11842600000.0;69.6;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:10"
2400.0;27.7;11842400000.0;69.6;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:10"
2400.0;25.8;11858900000.0;69.7;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:10"
2400.0;17.8;11846900000.0;69.7;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:11"
2400.0;24.8;11844500000.0;69.6;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:11"
2400.0;10.0;11843500000.0;69.6;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:11"
2400.0;16.4;11860900000.0;69.7;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:11"
2400.0;13.1;11848700000.0;69.7;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:12"
2400.0;20.0;11846000000.0;69.6;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:12"
2400.0;18.3;11843200000.0;69.6;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:12"
2400.0;25.4;11832200000.0;69.6;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:12"
2400.0;15.5;11820600000.0;69.5;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:13"
2400.0;16.3;11817800000.0;69.5;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:13"
2400.0;44.0;11872900000.0;69.8;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:13"
2400.0;37.7;11894100000.0;69.9;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:13"
2400.0;8.6;11906500000.0;70.0;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:14"
2400.0;13.1;11902200000.0;70.0;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:14"
2400.0;7.8;11901500000.0;70.0;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:14"
2400.0;10.2;11903200000.0;70.0;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:14"
2400.0;13.3;11904900000.0;69.9;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:15"
2400.0;20.2;11892300000.0;69.9;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:15"
2400.0;21.7;11916600000.0;70.1;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:15"
2400.0;12.4;11924500000.0;70.1;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:15"
2400.0;8.5;11911600000.0;70.0;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:16"
2400.0;11.5;11911300000.0;70.0;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:16"
2400.0;13.3;11904800000.0;70.0;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:16"
2400.0;18.8;11940700000.0;70.2;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:16"
2400.0;10.9;11928900000.0;70.1;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:17"
2400.0;19.2;11921600000.0;70.1;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:17"
2400.0;20.6;11921400000.0;70.1;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:17"
2400.0;17.7;11934100000.0;70.2;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:17"
2400.0;11.8;11919400000.0;70.1;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:18"
2400.0;34.2;11943500000.0;70.2;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:18"
2400.0;6.7;11941900000.0;70.2;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:18"
2400.0;41.5;11948900000.0;70.3;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:19"
2400.0;10.9;11945800000.0;70.2;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:19"
2400.0;68.1;11943600000.0;70.2;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:19"
2400.0;46.3;11929800000.0;70.1;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:19"
2400.0;28.7;11940900000.0;70.2;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:20"
2400.0;14.1;11944400000.0;70.2;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:20"
2400.0;15.4;11944900000.0;70.2;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:20"
2400.0;18.8;11939600000.0;70.2;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:20"
2400.0;66.7;11947300000.0;70.2;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:21"
2400.0;18.8;11947500000.0;70.2;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:21"
2400.0;24.3;11940700000.0;70.2;81.5;0.0;56.0;81.5;410448000000.0;0;"2025-04-01 19:43:21"
2400.0;83.6;11948700000.0;70.2;81.5;0.0;57.0;81.5;410448000000.0;0;"2025-04-01 19:43:21"
2400.0;21.9;11931300000.0;70.1;81.5;0.0;57.0;81.5;410448000000.0;0;"2025-04-01 19:43:22"
2400.0;48.9;11924500000.0;70.1;81.5;0.0;57.0;81.5;410448000000.0;0;"2025-04-01 19:43:22"
2400.0;45.0;11935600000.0;70.2;81.5;0.0;57.0;81.5;410448000000.0;0;"2025-04-01 19:43:22"
2400.0;45.0;11713600000.0;68.9;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:23"
2400.0;94.5;9940730000.0;58.4;81.5;0.0;57.0;81.5;410448000000.0;0;"2025-04-01 19:43:23"
2400.0;44.6;9920270000.0;58.3;81.5;0.0;57.0;81.5;410448000000.0;0;"2025-04-01 19:43:23"
2400.0;43.1;9916320000.0;58.3;81.5;0.0;57.0;81.5;410448000000.0;0;"2025-04-01 19:43:23"
2400.0;32.6;9905750000.0;58.2;81.5;0.0;57.0;81.5;410448000000.0;0;"2025-04-01 19:43:24"
2400.0;35.1;9909970000.0;58.3;81.5;0.0;57.0;81.5;410448000000.0;0;"2025-04-01 19:43:24"
2400.0;39.3;9903190000.0;58.2;81.5;0.0;57.0;81.5;410448000000.0;0;"2025-04-01 19:43:24"
2400.0;17.2;9907000000.0;58.2;81.5;0.0;57.0;81.5;410448000000.0;0;"2025-04-01 19:43:24"
2400.0;13.3;9893620000.0;58.2;81.5;0.0;57.0;81.5;410448000000.0;0;"2025-04-01 19:43:25"
2400.0;54.7;9940420000.0;58.4;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:25"
2400.0;68.4;9935310000.0;58.4;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:25"
2400.0;38.8;9945120000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:26"
2400.0;19.8;9932150000.0;58.4;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:26"
2400.0;16.4;9940830000.0;58.4;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:26"
2400.0;20.6;9986990000.0;58.7;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:26"
2400.0;19.8;9991160000.0;58.7;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:27"
2400.0;17.3;9994510000.0;58.8;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:27"
2400.0;12.3;9994530000.0;58.8;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:27"
2400.0;16.4;9985650000.0;58.7;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:27"
2400.0;16.4;9995020000.0;58.8;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:28"
2400.0;25.6;9983660000.0;58.7;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:28"
2400.0;28.9;9982430000.0;58.7;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:28"
2400.0;21.1;9986280000.0;58.7;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:28"
2400.0;30.0;9995740000.0;58.8;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:29"
2400.0;17.8;9979170000.0;58.7;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:29"
2400.0;24.4;9945210000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:29"
2400.0;20.2;9947310000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:29"
2400.0;22.1;9953320000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:30"
2400.0;31.2;9941610000.0;58.4;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:30"
2400.0;16.4;9943970000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:30"
2400.0;14.1;9948440000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:30"
2400.0;20.6;9956440000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:31"
2400.0;17.1;9946030000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:31"
2400.0;17.5;9946190000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:31"
2400.0;17.2;9946620000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:31"
2400.0;37.0;9960200000.0;58.6;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:32"
2400.0;23.4;9961220000.0;58.6;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:32"
2400.0;14.1;9965550000.0;58.6;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:32"
2400.0;18.0;9960420000.0;58.6;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:32"
2400.0;16.3;9961200000.0;58.6;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:33"
2400.0;51.8;9956090000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:33"
2400.0;24.8;9957270000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:33"
2400.0;21.1;9946800000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:33"
2400.0;22.7;9953100000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:34"
2400.0;11.6;9953820000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:34"
2400.0;13.2;9940090000.0;58.4;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:34"
2400.0;12.4;9939800000.0;58.4;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:34"
2400.0;19.1;9947190000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:35"
2400.0;22.1;9933110000.0;58.4;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:35"
2400.0;14.6;9937550000.0;58.4;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:35"
2400.0;14.7;9942940000.0;58.5;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:35"
2400.0;17.7;9929240000.0;58.4;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:36"
2400.0;22.5;9937570000.0;58.4;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:36"
2400.0;10.1;9925470000.0;58.4;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:36"
2400.0;10.1;9918110000.0;58.3;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:36"
2400.0;7.0;9908820000.0;58.3;81.5;0.0;57.0;81.5;410449000000.0;0;"2025-04-01 19:43:37"
